0.000000000000000000e+00,6.366197405365937589e-01,5.513288742011330790e-01,2.954884785513077830e-03,5.092958178940518862e-08
1.319999999999999993e-02,6.366058748069524098e-01,5.513288719942210925e-01,1.302517177740267207e-01,5.099868404556856347e-08
2.639999999999999986e-02,6.365642758058756012e-01,5.513288389572402748e-01,1.640181678492790562e-01,5.120717736570541955e-08
3.959999999999999631e-02,6.364949380957279912e-01,5.513286960453639418e-01,1.876321448571522943e-01,5.155867771314009836e-08
5.279999999999999971e-02,6.363978526098278410e-01,5.513283121931961128e-01,2.063646020367292389e-01,5.205940468258078543e-08
6.600000000000000311e-02,6.362730066465237533e-01,5.513275053159435446e-01,2.221209233534462701e-01,5.271849036112785823e-08
7.919999999999999263e-02,6.361203838608752159e-01,5.513260436858725688e-01,2.358343268963762063e-01,5.354845369925705764e-08
9.239999999999999603e-02,6.359399642539379505e-01,5.513236476598163405e-01,2.480400812831187185e-01,5.456589067537430735e-08
1.055999999999999994e-01,6.357317241596417423e-01,5.513199917278833739e-01,2.590771650375722213e-01,5.579245915012783996e-08
1.188000000000000028e-01,6.354956362292172312e-01,5.513147068487964653e-01,2.691754623141584535e-01,5.725628173037057687e-08
1.320000000000000062e-01,6.352316694131863173e-01,5.513073830335832870e-01,2.784989240133775024e-01,5.899396174470028585e-08
1.451999999999999957e-01,6.349397889408485707e-01,5.512975721366664139e-01,2.871690873926162069e-01,6.105352796324493132e-08
1.583999999999999853e-01,6.346199562972633101e-01,5.512847908118619911e-01,2.952788529467100243e-01,6.349883383994560560e-08
1.716000000000000025e-01,6.342721291976641806e-01,5.512685235902929914e-01,3.029010234689598069e-01,6.641631932279238092e-08
1.847999999999999921e-01,6.338962615592911298e-01,5.512482260377111754e-01,3.100938429400396101e-01,6.992577228648424481e-08
1.980000000000000093e-01,6.334923034705829403e-01,5.512233279501916883e-01,3.169047264548989218e-01,7.419819717634183087e-08
2.111999999999999988e-01,6.330602011576775823e-01,5.511932365493207309e-01,3.233728521105802001e-01,7.948706776639495458e-08
2.243999999999999884e-01,6.325998969481858580e-01,5.511573396409401582e-01,3.295310108692519613e-01,8.618665064403582735e-08
2.376000000000000056e-01,6.321113292321480781e-01,5.511150087048529711e-01,3.354069575926626467e-01,9.495026704534239063e-08
2.508000000000000229e-01,6.315944324201571147e-01,5.510656018867017281e-01,3.410244177574893176e-01,1.069580593838411720e-07
2.640000000000000124e-01,6.310491368985290395e-01,5.510084668672019514e-01,3.464038509511996877e-01,1.246248740225121096e-07
2.772000000000000020e-01,6.304753689814972528e-01,5.509429435880145443e-01,3.515630390304431141e-01,1.539740537697073425e-07
2.903999999999999915e-01,6.298730508603086475e-01,5.508683668176190817e-01,3.565175455720624997e-01,2.169171386889547952e-07
3.035999999999999810e-01,6.292421005491741770e-01,5.507840685444639339e-01,3.612810793054677116e-01,6.364960628845287373e-07
3.167999999999999705e-01,6.285824318279614742e-01,5.506893801884433781e-01,3.658657848628412146e-01,6.220446372498683596e-02
3.300000000000000155e-01,6.278939541815402592e-01,5.505836346251922198e-01,3.702824777827184444e-01,9.146893656599745792e-02
3.432000000000000051e-01,6.271765727356769515e-01,5.504661680208220442e-01,3.745408362414171521e-01,1.131428933960159783e-01
3.563999999999999946e-01,6.264301881893787893e-01,5.503363214775263135e-01,3.786495588261251100e-01,1.310518170471897670e-01
3.695999999999999841e-01,6.256546967435546724e-01,5.501934424929050271e-01,3.826164953902847499e-01,1.465853033086410850e-01
3.827999999999999736e-01,6.248499900258791540e-01,5.500368862378947066e-01,3.864487563744066767e-01,1.604374588963104475e-01
3.960000000000000187e-01,6.240159550117334586e-01,5.498660166598834387e-01,3.901528047515122055e-01,1.730149267061449614e-01
4.092000000000000082e-01,6.231524739410631009e-01,5.496802074189692799e-01,3.937345338420274454e-01,1.845805432096677690e-01
4.223999999999999977e-01,6.222594242310334200e-01,5.494788426662889913e-01,3.971993335524341973e-01,1.953160099699666474e-01
4.355999999999999872e-01,6.213366783842889651e-01,5.492613176741434344e-01,4.005521470652832483e-01,2.053532577205780807e-01
4.487999999999999767e-01,6.203841038926842799e-01,5.490270393280810568e-01,4.037975196026572511e-01,2.147917366556799934e-01
4.620000000000000218e-01,6.194015631362806973e-01,5.487754264913571323e-01,4.069396405702314645e-01,2.237086627702067065e-01
4.752000000000000113e-01,6.183889132774362807e-01,5.485059102522560348e-01,4.099823801424973269e-01,2.321654414452923587e-01
4.884000000000000008e-01,6.173460061497768603e-01,5.482179340646123888e-01,4.129293211551632869e-01,2.402118804942485752e-01
5.016000000000000458e-01,6.162726881418412184e-01,5.479109537916616590e-01,4.157837870161579796e-01,2.478890577635148307e-01
