3.824985619157599714e+00,3.166461916461916770e-01,5.016208538568224462e+00,4.136546184738956189e-01,3.312813429533402410e+00,3.969879518072289004e-01
3.923144587017400653e+00,3.000614250614250800e-01,5.220460294803562107e+00,3.943775100401606393e-01,3.375193101339896806e+00,3.740963855421687301e-01
4.030527580949535782e+00,2.865479115479115935e-01,5.404058097389955684e+00,3.751004016064256597e-01,3.435858154218670357e+00,3.608433734939758830e-01
4.131642103166333513e+00,2.693488943488943077e-01,5.602599195888307904e+00,3.630522088353413945e-01,3.518892067878655716e+00,3.475903614457831470e-01
4.243973485135585477e+00,2.573710073710073765e-01,5.826522910552329293e+00,3.534136546184738492e-01,3.588390506606658814e+00,3.283132530120481674e-01
4.356566839493409837e+00,2.466216216216216006e-01,6.044203931240832439e+00,3.349397590361445909e-01,3.663671991498249181e+00,3.174698795180722621e-01
4.471663508499720052e+00,2.340294840294839807e-01,6.276725024862729541e+00,3.269076305220883771e-01,3.739467723058922832e+00,3.066265060240963569e-01
4.587776495294045631e+00,2.220515970515970494e-01,6.498752857288194740e+00,3.180722891566265531e-01,3.814645284273234349e+00,2.933734939759036209e-01
4.708313958104071162e+00,2.082309582309582741e-01,6.756399766794216610e+00,3.068273092369477872e-01,3.888259544574303117e+00,2.873493975903614883e-01
4.825664078860933515e+00,1.965601965601965206e-01,6.976098531292408644e+00,2.979919678714859632e-01,3.967843491285484081e+00,2.728915662650602814e-01
4.955510404155784698e+00,1.876535626535626999e-01,7.278118731649346529e+00,2.867469879518071973e-01,4.050520520696264448e+00,2.584337349397590744e-01
5.085852103657912515e+00,1.808968058968059012e-01,7.513235894539764814e+00,2.795180722891565939e-01,4.122168993897183498e+00,2.536144578313253017e-01
5.223562891764908400e+00,1.722972972972972583e-01,7.808339207455876618e+00,2.722891566265059904e-01,4.205812916957705205e+00,2.463855421686746983e-01
5.352359413835285906e+00,1.643120393120393041e-01,8.124965444187663977e+00,2.610441767068273355e-01,4.297767994402645897e+00,2.331325301204819622e-01
5.503598748646948202e+00,1.560196560196560611e-01,8.393530663748142828e+00,2.514056224899597902e-01,4.393183305241563197e+00,2.210843373493975861e-01
5.635105760250121776e+00,1.495700245700245512e-01,8.720722395769406887e+00,2.425702811244979662e-01,4.480709426352750491e+00,2.138554216867469826e-01
5.786964517451371748e+00,1.415847665847665970e-01,8.970427471804224950e+00,2.385542168674699148e-01,4.545396164777302239e+00,2.054216867469879082e-01
5.947252264494493623e+00,1.332923832923832430e-01,9.402253027686684916e+00,2.273092369477911490e-01,4.663382966216910397e+00,1.981927710843373047e-01
6.104790204412109844e+00,1.286855036855036882e-01,9.683667249187783099e+00,2.216867469879517660e-01,4.761648145079025340e+00,1.909638554216867012e-01
6.249153515203334841e+00,1.219287469287468895e-01,1.007499509872809362e+01,2.112449799196787215e-01,4.834996255625373607e+00,1.861445783132530396e-01
6.424082666078327009e+00,1.145577395577395130e-01,1.046514338101076014e+01,2.016064257028112872e-01,4.945635620791398956e+00,1.801204819277107960e-01
6.596278448268970251e+00,1.099508599508599582e-01,1.081481900448336120e+01,1.951807228915662940e-01,5.059769250477975433e+00,1.728915662650601925e-01
6.771611441109575580e+00,1.050368550368550036e-01,1.129617990331885657e+01,1.871485943775100802e-01,5.162322774275696524e+00,1.680722891566265309e-01
6.938211109969686596e+00,9.920147420147418238e-02,1.173615113366540896e+01,1.791164658634538664e-01,5.270142358606410227e+00,1.620481927710842873e-01
7.127117361744589985e+00,9.336609336609336118e-02,1.215655740592743506e+01,1.759036144578313143e-01,5.369981852533971534e+00,1.548192771084336838e-01
7.316973744852186101e+00,8.845208845208840653e-02,1.264841075922285007e+01,1.710843373493975417e-01,5.467419138716704374e+00,1.487951807228915513e-01
7.471345003185175138e+00,8.415233415233414060e-02,1.312229779616860093e+01,1.638554216867469382e-01,5.521982320328540972e+00,1.451807228915662495e-01
7.707839626789739995e+00,8.077395577395574122e-02,1.345815522297258937e+01,1.630522088353413279e-01,5.697765050033592793e+00,1.391566265060241170e-01
7.914440720484038572e+00,7.708845208845205299e-02,1.388418110610542477e+01,1.590361445783132766e-01,5.789097162546341657e+00,1.355421686746988152e-01
8.096121006096355543e+00,7.248157248157249821e-02,1.466938942402369506e+01,1.558232931726907244e-01,5.939052752873760888e+00,1.283132530120482118e-01
8.306433785822484595e+00,6.941031941031938768e-02,1.517092241839884537e+01,1.518072289156626731e-01,5.939052752873760888e+00,1.283132530120482118e-01
8.553990573085512139e+00,6.756756756756754356e-02,1.574063253078456626e+01,1.461847389558232901e-01,6.176907427708905551e+00,1.246987951807229100e-01
8.743171085617074567e+00,6.572481572481569945e-02,1.615726681462905745e+01,1.421686746987951278e-01,6.287368998843117396e+00,1.162650602409638356e-01
9.007842195913163152e+00,6.173218673218672237e-02,1.698463603558622026e+01,1.397590361445782969e-01,6.353064049653007750e+00,1.138554216867470048e-01
9.243410849377372784e+00,5.896805896805901170e-02,1.762564828461179189e+01,1.349397590361445243e-01,6.575906154298523099e+00,1.126506024096385339e-01
9.426317092863037317e+00,5.651105651105647887e-02,1.819179667100623732e+01,1.317269076305220832e-01,6.575906154298523099e+00,1.126506024096385339e-01
9.723489669918153666e+00,5.466830466830463475e-02,1.891904639606247329e+01,1.301204819277108626e-01,6.786603991740275177e+00,1.102409638554217031e-01
9.931568347782279815e+00,5.221130221130221294e-02,1.953983182622304327e+01,1.236947791164658694e-01,6.972630110500111833e+00,1.078313253012048722e-01
1.023293372244765465e+01,5.036855036855036882e-02,2.044369065080316972e+01,1.188755020080320968e-01,7.022904832971383904e+00,1.066265060240964013e-01
1.045849759117421840e+01,4.791154791154794701e-02,2.121812012816045367e+01,1.124497991967871036e-01,7.203606869496049114e+00,1.054216867469879304e-01
1.077079202504396349e+01,4.514742014742012532e-02,2.159909346794961493e+01,1.108433734939758830e-01,7.410885191991545717e+00,1.006024096385542688e-01
1.098215223572375443e+01,4.422604422604425878e-02,2.281937631583910431e+01,1.076305220883534419e-01,7.546915961160018504e+00,9.578313253012049611e-02
1.136235095947252205e+01,4.176904176904172594e-02,2.337716671065182794e+01,1.044176706827308898e-01,7.658297359263879223e+00,9.216867469879519437e-02
1.164086692155333402e+01,3.931203931203930413e-02,2.450736850254828880e+01,9.959839357429722817e-02,7.778709617925702702e+00,8.855421686746989263e-02
1.198457385148306997e+01,3.777641277641274886e-02,2.522263043075122368e+01,9.638554216867467606e-02,7.920316896508738935e+00,8.734939759036142171e-02
1.229890185409579040e+01,3.593366093366090475e-02,2.623711698180913032e+01,9.076305220883529312e-02,8.210727140142672908e+00,8.373493975903611997e-02
1.255017402927954606e+01,3.378378378378377178e-02,2.742315299535021111e+01,8.594377510040163148e-02,8.372788362079637281e+00,8.253012048192776007e-02
1.294373103611412112e+01,3.255528255528250536e-02,2.822521938603103564e+01,8.353413654618468964e-02,8.372788362079637281e+00,8.253012048192776007e-02
1.329707689201952547e+01,3.071253071253066125e-02,2.946719785122172652e+01,8.032128514056224855e-02,8.731289057557736655e+00,7.891566265060245833e-02
1.344084621599277085e+01,3.009828009828008355e-02,2.946719785122172652e+01,8.032128514056224855e-02,8.731289057557736655e+00,7.891566265060245833e-02
1.397248155245734402e+01,2.702702702702697302e-02,3.180880844709177069e+01,7.871485943775102800e-02,8.948376416853193405e+00,7.771084337349398741e-02
1.428292311335091114e+01,2.641277641277639532e-02,3.206936399722567899e+01,7.791164658634541773e-02,9.252535892064109646e+00,7.409638554216868567e-02
1.460374554354641496e+01,2.579852579852581762e-02,3.357151905885022813e+01,7.389558232931725534e-02,9.428910258552836154e+00,7.168674698795185485e-02
1.493094598841505949e+01,2.395577395577397350e-02,3.492857119727332105e+01,7.309236947791164507e-02,9.500595169964336506e+00,6.927710843373491301e-02
1.552419276869447984e+01,2.242014742014741824e-02,3.621712739002322223e+01,7.068273092369481425e-02,9.813137739150057826e+00,6.566265060240961127e-02
1.592949721987376677e+01,2.211302211302212939e-02,3.621712739002322223e+01,7.068273092369481425e-02,1.004746556225348897e+01,6.204819277108430953e-02
1.629141701104659035e+01,2.149877149877155169e-02,3.885677581472018716e+01,6.827309236947787241e-02,1.012944461633226467e+01,6.084337349397594963e-02
1.676265591201383387e+01,2.088452088452086297e-02,4.100447658387199112e+01,6.746987951807226214e-02,1.012944461633226467e+01,6.084337349397594963e-02
1.696396852347613660e+01,2.057739557739557412e-02,4.218959856126170394e+01,6.586345381526104159e-02,1.053783220692630884e+01,5.963855421686747871e-02
1.696396852347613660e+01,2.057739557739557412e-02,4.410960462217231282e+01,6.345381526104421077e-02,1.089241920041411582e+01,5.843373493975900779e-02
1.816086961575675218e+01,1.842751842751844116e-02,4.586993164533332390e+01,6.104417670682726893e-02,1.109180359741988475e+01,5.722891566265064789e-02
1.861612667605707827e+01,1.689189189189188589e-02,4.719441052786791602e+01,5.783132530120482784e-02,1.122797767218310305e+01,5.361445783132534615e-02
1.905509648954834745e+01,1.566339066339061947e-02,4.883722325967164579e+01,5.702811244979921756e-02,1.156439499824097972e+01,4.879518072289157349e-02
1.932460398919948474e+01,1.474201474201475293e-02,5.109755736141087112e+01,5.301204819277105518e-02,1.156439499824097972e+01,4.879518072289157349e-02
2.011310337972344797e+01,1.412776412776417523e-02,5.109755736141087112e+01,5.301204819277105518e-02,1.156439499824097972e+01,4.879518072289157349e-02
2.062878271507083383e+01,1.320638820638819766e-02,5.480118030415150088e+01,5.140562248995983463e-02,1.220633915289034732e+01,4.518072289156627175e-02
2.117384327531970811e+01,1.197788697788693124e-02,5.635988306214870391e+01,4.979919678714861409e-02,1.250401835303725839e+01,4.397590361445780083e-02
2.127428734369709673e+01,1.167076167076164239e-02,5.815895913449315913e+01,4.738955823293167224e-02,1.274777897190032405e+01,4.036144578313249909e-02
2.127428734369709673e+01,1.167076167076164239e-02,6.093405933024951793e+01,4.578313253012045170e-02,1.283617013850081356e+01,3.915662650602413919e-02
2.271192322807549147e+01,1.136363636363635354e-02,6.368166025045056955e+01,4.497991967871484142e-02,1.331481256317240280e+01,3.674698795180719735e-02
2.316721998165577290e+01,1.105651105651106469e-02,6.368166025045056955e+01,4.497991967871484142e-02,1.343481404653570088e+01,3.554216867469883745e-02
2.413295467348383383e+01,1.044226044226048700e-02,6.368166025045056955e+01,4.497991967871484142e-02,1.384864955374908035e+01,3.433734939759036653e-02
2.430814914932787474e+01,1.013513513513508713e-02,6.368166025045056955e+01,4.497991967871484142e-02,1.384864955374908035e+01,3.433734939759036653e-02
2.487624314251529967e+01,9.828009828009798277e-03,7.351154441019262720e+01,4.337349397590362088e-02,1.437038434716181179e+01,3.313253012048189561e-02
2.487624314251529967e+01,9.828009828009798277e-03,7.472489616983423844e+01,4.176706827309240033e-02,1.437038434716181179e+01,3.313253012048189561e-02
2.611776806122877304e+01,9.520884520884509428e-03,7.862409124698848473e+01,4.096385542168679006e-02,1.490709481669910019e+01,3.072289156626506479e-02
