2.052797694969359377e+00,9.502457002457002089e-01,2.075983459358741623e+00,9.726907630522088066e-01,2.041249756395222548e+00,9.572289156626505591e-01
2.106456560904764519e+00,9.118550368550368823e-01,2.153986070908560535e+00,9.445783132530120030e-01,2.082665761162588058e+00,9.246987951807228434e-01
2.161537073091135852e+00,8.731572481572481559e-01,2.233322298617737900e+00,9.124497991967871480e-01,2.124152149851505467e+00,8.957831325301204295e-01
2.218579366369081818e+00,8.313882063882063189e-01,2.316724892766615085e+00,8.851405622489959546e-01,2.166131585565735929e+00,8.596385542168674121e-01
2.277321917648373883e+00,7.994471744471745023e-01,2.403970620886365150e+00,8.586345381526104825e-01,2.212492627687230318e+00,8.210843373493975639e-01
2.336913235237261244e+00,7.678132678132678635e-01,2.492996886403513468e+00,8.265060240963855165e-01,2.255609786610448975e+00,7.993975903614457534e-01
2.398534399073835921e+00,7.328009828009828253e-01,2.584124891498360110e+00,8.080321285140562582e-01,2.289241637041182997e+00,7.728915662650602814e-01
2.461504413329284269e+00,7.008599508599508976e-01,2.685153959955881131e+00,7.718875502008032408e-01,2.351034521107669750e+00,7.536144578313253017e-01
2.526106949608088570e+00,6.649262899262899928e-01,2.788909027991077316e+00,7.469879518072288782e-01,2.396517143508410719e+00,7.259036144578312477e-01
2.592626957205321325e+00,6.311425061425062211e-01,2.892310510555938574e+00,7.204819277108434061e-01,2.446037508451467613e+00,7.006024096385541355e-01
2.660899008431504953e+00,5.985872235872236047e-01,3.002096698620196236e+00,7.020080321285140368e-01,2.496977255634214021e+00,6.765060240963856053e-01
2.730839603769364743e+00,5.734029484029483648e-01,3.112993608722344430e+00,6.730923694779116229e-01,2.548602156276845054e+00,6.500000000000000222e-01
2.802888380481158848e+00,5.466830466830466806e-01,3.228589808244004100e+00,6.457831325301204295e-01,2.595446014550700120e+00,6.295180722891566827e-01
2.876356459099148388e+00,5.233415233415232848e-01,3.353635615095673206e+00,6.200803212851405677e-01,2.650930686764360278e+00,6.042168674698795705e-01
2.952227532025486934e+00,4.987714987714987336e-01,3.480116626286261283e+00,6.024096385542168086e-01,2.705055475871767978e+00,5.813253012048192891e-01
3.029001921338899006e+00,4.751228501228501599e-01,3.578009409369200089e+00,5.855421686746987708e-01,2.762842651964777296e+00,5.572289156626506479e-01
3.109109533035026907e+00,4.557739557739557412e-01,3.746908150449332897e+00,5.574297188755019672e-01,2.819245228255157887e+00,5.403614457831324991e-01
3.189729709434520277e+00,4.376535626535626999e-01,3.882411688790124771e+00,5.421686746987952610e-01,2.876475016143011931e+00,5.186746987951806886e-01
3.275151558243213135e+00,4.173832923832924147e-01,4.025315035815629550e+00,5.172690763052208984e-01,2.935198820579858037e+00,5.054216867469879526e-01
3.360826830409882504e+00,3.995700245700245512e-01,4.175054264203207133e+00,4.955823293172690880e-01,2.986597634596504403e+00,4.909638554216867457e-01
3.449369739582103467e+00,3.826781326781326653e-01,4.341785844494398638e+00,4.755020080321284981e-01,3.055037633317399415e+00,4.680722891566264643e-01
3.538383396486972643e+00,3.639434889434889353e-01,4.506002046320202403e+00,4.610441767068272911e-01,3.116483089347663160e+00,4.487951807228915957e-01
3.627946967295461178e+00,3.501228501228501599e-01,4.670878151838573800e+00,4.401606425702810910e-01,3.179061364292564917e+00,4.319277108433734469e-01
3.727259057499955119e+00,3.329238329238328742e-01,4.846198060657781248e+00,4.240963855421686635e-01,3.246422230107719908e+00,4.138554216867469382e-01
