5.771587253871758305e-01,8.066039509306536237e-01
3.103223393112319317e-01,9.434590491499172948e-01
4.484943033568286608e-01,8.782540859705335601e-01
5.370525306560931522e-01,8.193669366233898854e-01
7.394455738412714085e-01,6.558917996613499168e-01
8.994446624770362497e-01,4.498802249946241005e-01
8.139364753824094301e-01,5.483763688558572769e-01
6.425944536638868998e-01,7.044023344429402034e-01
8.371154128286361074e-01,4.829998467814649588e-01
8.859643419981197976e-01,4.018207694328407298e-01
9.294457414027478270e-01,3.067558224169775194e-01
9.565359238294268707e-01,2.165024899620581200e-01
7.331701185073570270e-01,5.978485295441784420e-01
7.613606141238755676e-01,5.652802187667075318e-01
8.994446624770370269e-01,-4.498802249946228238e-01
5.771587253871650613e-01,-8.066039509306434097e-01
7.394455738412674117e-01,-6.558917996613441437e-01
4.484943033568301596e-01,-8.782540859705352254e-01
5.370525306560951506e-01,-8.193669366233919948e-01
8.139364753824078758e-01,-5.483763688558601634e-01
9.565359238294189881e-01,-2.165024899620590915e-01
9.294457414027424980e-01,-3.067558224169756875e-01
3.103223393112339856e-01,-9.434590491499177389e-01
8.859643419981345636e-01,-4.018207694328456148e-01
8.371154128286313334e-01,-4.829998467814600183e-01
6.425944536638888982e-01,-7.044023344429364286e-01
7.331701185073524751e-01,-5.978485295441811065e-01
-1.365073847878924829e-01,9.912080403865380918e-01
-1.365073847878940094e-01,-9.912080403865415335e-01
2.642702689928987381e-01,-9.341285346148597846e-01
-2.474574042637306126e-01,-9.510229824373961360e-01
-6.037666977602543783e-01,-7.806837706552952616e-01
-3.287573717960514119e-01,-9.134288037652236181e-01
-3.901204714039350763e-01,-8.956854838935213170e-01
-4.422455220691381417e-01,-8.726473791276798675e-01
-4.863073876081731028e-01,-8.429880014669950405e-01
-7.359303605244637003e-01,-6.663084855347193303e-01
-6.902133325783122997e-01,-7.029662282930987383e-01
-8.295520216563024851e-01,-5.557676893700842502e-01
-8.605634356219783454e-01,-4.956605668088434613e-01
-2.474574042637311400e-01,9.510229824374044627e-01
-6.037666977602493823e-01,7.806837706552910428e-01
-3.901204714039305244e-01,8.956854838935119911e-01
-4.422455220691412503e-01,8.726473791276754266e-01
-4.863073876081716040e-01,8.429880014669914878e-01
-7.359303605244603697e-01,6.663084855347194413e-01
-6.902133325783105233e-01,7.029662282931014028e-01
-8.295520216563048166e-01,5.557676893700876919e-01
-8.977434874521738051e-01,-4.213881037268268348e-01
-7.701846256425021187e-01,-5.846212926740129712e-01
-8.605634356219797887e-01,4.956605668088455152e-01
-1.008235763770648719e+00,-3.630559411146078164e-02
-1.008235763770645832e+00,3.630559411146486171e-02
-8.977434874521770247e-01,4.213881037268303875e-01
-9.476909152624488630e-01,-2.938851119249582533e-01
-5.772034376646950626e-01,-7.510884363696890276e-01
-6.428624985600387420e-01,-6.901520246056528363e-01
-9.217643820914064312e-01,-3.216142395229124595e-01
-9.694998723493952753e-01,-1.704426894777618384e-01
-7.701846256425198822e-01,5.846212926740186333e-01
-9.476909152624475308e-01,2.938851119249592525e-01
-9.217643820914037667e-01,3.216142395229094619e-01
-9.694998723493929438e-01,1.704426894777610058e-01
-9.500314534381930631e-01,2.163204942842336942e-01
-5.772034376646860698e-01,7.510884363696891386e-01
-6.428624985600359665e-01,6.901520246056525032e-01
-9.500314534381864018e-01,-2.163204942842327505e-01
-8.721832538433686999e-01,3.809507494347069700e-01
-3.287573717960503572e-01,9.134288037652277259e-01
-8.721832538433673676e-01,-3.809507494346976997e-01
6.574043277771147720e-01,6.684391038101250571e-01
9.149234189824879682e-01,3.236546977011125481e-01
6.013019058607826928e-01,7.171027062666727181e-01
2.642702689928976834e-01,9.341285346148554547e-01
8.137702750201962765e-01,4.891100801842017676e-01
5.273575218746447968e-01,7.792404236952694685e-01
9.609468598143633411e-01,1.262382929504400619e-01
9.609468598143718898e-01,-1.262382929504346496e-01
-8.859178135533123111e-02,9.700495381196547751e-01
9.149234189824833052e-01,-3.236546977011093285e-01
-7.412376002336930059e-01,-5.649648355951797374e-01
-2.729360193689977371e-02,9.751202346779784813e-01
3.756773755354859134e-01,8.749472196577998684e-01
7.613606141238854486e-01,-5.652802187667119727e-01
-8.859178135533166132e-02,-9.700495381196547751e-01
4.891735912718033624e-02,9.697104147050022993e-01
6.574043277771163263e-01,-6.684391038101273885e-01
-2.540136598754375030e-01,-9.252847868340556836e-01
-2.729360193689792796e-02,-9.751202346779913599e-01
6.013019058607829148e-01,-7.171027062666757157e-01
5.273575218746423543e-01,-7.792404236952723551e-01
-7.412376002337008885e-01,5.649648355951880641e-01
3.756773755354876343e-01,-8.749472196577956495e-01
4.891735912718078033e-02,-9.697104147050105150e-01
1.387988904433686554e-01,-9.475365780315644360e-01
2.015150015104620607e-02,-9.609934668000164049e-01
1.387988904433688220e-01,9.475365780315763153e-01
8.137702750202018276e-01,-4.891100801842080958e-01
2.015150015104401338e-02,9.609934668000168489e-01
-2.540136598754366148e-01,9.252847868340579041e-01
8.812614641052858577e-02,-9.533273444371929140e-01
9.550346261754731891e-01,-8.516006333961051444e-02
9.550346261754774080e-01,8.516006333960864094e-02
6.793335302844433210e-01,6.225586444995175883e-01
4.251809262298869019e-01,8.366921365253363607e-01
8.812614641052712861e-02,9.533273444371885841e-01
4.251809262298938963e-01,-8.366921365253465748e-01
-8.483911278563665004e-01,-4.041754864008923476e-01
6.793335302844437651e-01,-6.225586444995181434e-01
-8.483911278563628366e-01,4.041754864008914594e-01
-5.330254783115245809e-01,-7.534480262522983418e-01
-4.855818344937090636e-01,-7.873232332661777022e-01
-6.645549636583852893e-01,-6.288792744123958833e-01
-9.499641719888551883e-01,3.405125242885988224e-02
